img,sigma,k,h,a,mu,lam,dtheta,dt,iters,psnr,ssim,score,log_path
man.tiff,10,0.25,0.08,0.12,5.0,1.2,2.0,0.05,14,30.70643294731984,0.8447970386341541,0.7691862744025653,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.08,5.0,1.0,2.0,0.05,6,31.123824478432955,0.8413848266618124,0.852277553925997,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.08,5.0,1.2,2.0,0.05,6,31.073022928349395,0.8404817708613241,0.8412414956801799,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.08,5.0,1.0,2.0,0.05,8,31.13879854173348,0.8451747197415889,0.8579970970137858,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.08,5.0,1.2,2.0,0.05,8,31.102610165699225,0.8445150004957505,0.8501240838621773,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.08,5.0,1.0,2.0,0.05,10,31.0051236655285,0.8447134292254299,0.8302982059734075,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.08,5.0,1.2,2.0,0.05,10,30.9882934721057,0.8443561798166833,0.8266013867119995,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.08,5.0,1.0,2.0,0.05,12,30.802327785215688,0.8420855506120176,0.7869270458180041,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.08,5.0,1.2,2.0,0.05,12,30.805591906287887,0.8420462094252695,0.7875679836733442,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.08,5.0,1.0,2.0,0.05,14,30.571699024605383,0.8383285228670097,0.737065437928542,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.08,5.0,1.2,2.0,0.05,14,30.59410493219675,0.8386054158407585,0.7418478877957166,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.1,5.0,1.0,2.0,0.05,6,31.130138386846028,0.8418850892586918,0.8539207965730424,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.1,5.0,1.2,2.0,0.05,6,31.08056334980254,0.841089097469769,0.8432108672532828,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.1,5.0,1.0,2.0,0.05,8,31.14767133774545,0.8459212260268141,0.8603367584211217,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.1,5.0,1.2,2.0,0.05,8,31.11284030701229,0.8453889112325295,0.8528309063369852,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.1,5.0,1.2,2.0,0.05,10,31.000533001594874,0.8454755937659097,0.8298915747094682,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.1,5.0,1.0,2.0,0.05,12,30.814795180421907,0.843299253137023,0.7903299016486228,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.1,5.0,1.2,2.0,0.05,12,30.819286101624037,0.8433906260225607,0.7913135822671817,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.1,5.0,1.0,2.0,0.05,14,30.585353331500784,0.8397584042067484,0.7408626928765136,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.1,5.0,1.2,2.0,0.05,14,30.608840794974913,0.8401561109182827,0.7459512099321676,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.12,5.0,1.0,2.0,0.05,6,31.149028356533815,0.843251560296747,0.8587459034931834,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.12,5.0,1.2,2.0,0.05,6,31.1005530203539,0.8425639308752758,0.8483370414096348,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.12,5.0,1.0,2.0,0.05,8,31.172778422700254,0.8478526440595648,0.8668305642844504,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.12,5.0,1.2,2.0,0.05,8,31.138691117605113,0.847413526516949,0.8595422617988937,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.12,5.0,1.0,2.0,0.05,10,31.045333141478913,0.8481182689062958,0.8409163058324268,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.12,5.0,1.2,2.0,0.05,10,31.03007107037477,0.8479501417335324,0.837673016232193,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.12,5.0,1.2,2.0,0.05,12,30.850915788668907,0.8462283269542715,0.7997775844752361,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.12,5.0,1.0,2.0,0.05,14,30.61875679813504,0.8429382567997036,0.7499294629878869,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.1,0.12,5.0,1.2,2.0,0.05,14,30.641483712385376,0.8432846472596619,0.7548263017535664,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.08,5.0,1.0,2.0,0.05,6,31.12670823680718,0.8416068275920793,0.8530235347666963,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.08,5.0,1.2,2.0,0.05,6,31.07753360888049,0.8407676698675695,0.84236539120113,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.08,5.0,1.0,2.0,0.05,8,31.115362056759942,0.8448443710159718,0.8529661707060935,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.08,5.0,1.2,2.0,0.05,8,31.082187285683727,0.8442636477447582,0.8457656268975879,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.08,5.0,1.0,2.0,0.05,10,30.961242755189108,0.8439338802481766,0.8207659170639748,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.08,5.0,1.2,2.0,0.05,10,30.94826337762501,0.8436626273854152,0.8179179244113554,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.08,5.0,1.0,2.0,0.05,12,30.743988417150913,0.8409525632911703,0.774186325739584,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.08,5.0,1.2,2.0,0.05,12,30.751540243821594,0.8410020539976681,0.7757675479163825,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.08,5.0,1.0,2.0,0.05,14,30.503516253430387,0.8369154391807999,0.7221127676053518,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.08,5.0,1.2,2.0,0.05,14,30.53040902442251,0.8372821751039433,0.7278769961170961,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.1,5.0,1.0,2.0,0.05,6,31.133045046946975,0.8421093378086884,0.8546730409137706,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.1,5.0,1.2,2.0,0.05,6,31.085095771154243,0.8413771688619208,0.8443407358624586,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.1,5.0,1.0,2.0,0.05,8,31.124211301638802,0.8455937638599814,0.855303029542978,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.1,5.0,1.2,2.0,0.05,8,31.09238520127696,0.8451399747427474,0.8484675410789679,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.1,5.0,1.2,2.0,0.05,10,30.960408853848683,0.8447847500386191,0.8211907468339659,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.1,5.0,1.0,2.0,0.05,12,30.756323114983072,0.8421701983655774,0.7775647585549594,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.1,5.0,1.2,2.0,0.05,12,30.76508579484676,0.8423494068058123,0.7794847602001056,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.1,5.0,1.0,2.0,0.05,14,30.516995359926973,0.8383497866527522,0.7258772686259283,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.1,5.0,1.2,2.0,0.05,14,30.544953925205167,0.8388361111348486,0.7319434787998922,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.12,5.0,1.0,2.0,0.05,6,31.15199869089318,0.8434823494196259,0.8595157664244052,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.12,5.0,1.2,2.0,0.05,6,31.105138211647617,0.8428575588281776,0.849481606647956,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.12,5.0,1.0,2.0,0.05,8,31.14923199979369,0.8475319259134084,0.8617838646093328,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.12,5.0,1.2,2.0,0.05,8,31.11813648985367,0.847169703531714,0.8551620943519416,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.12,5.0,1.0,2.0,0.05,10,31.0011230298502,0.8473486112678243,0.8313235219801225,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.12,5.0,1.2,2.0,0.05,10,30.98969043379516,0.8472637420160194,0.8289227714534462,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.12,5.0,1.0,2.0,0.05,12,30.78785699589405,0.8450090927441946,0.7860099755289812,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.12,5.0,1.2,2.0,0.05,12,30.796334496000068,0.8451907751633995,0.7878733054825978,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.12,5.0,1.0,2.0,0.05,14,30.54992239791983,0.841535194835981,0.734850357299301,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.25,0.12,0.12,5.0,1.2,2.0,0.05,14,30.57713037537438,0.8419677108114411,0.7407251846527771,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.08,5.0,1.0,2.0,0.05,6,31.10204876414775,0.840970937080169,0.847528267066638,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.08,5.0,1.0,2.0,0.05,8,31.076335619328525,0.8447007948774549,0.84487323606667,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.08,5.0,1.2,2.0,0.05,8,31.05760009895957,0.8442052219465609,0.8406893883176336,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.08,5.0,1.0,2.0,0.05,10,30.897910508644486,0.8440531765023536,0.8078792773932146,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.08,5.0,1.2,2.0,0.05,10,30.899187490684557,0.8438520847166995,0.8080000330757067,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.08,5.0,1.0,2.0,0.05,12,30.652833372163876,0.8411619803235039,0.7556647919882249,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.08,5.0,1.2,2.0,0.05,12,30.673828024232375,0.841268097921836,0.7600386805806567,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.08,5.0,1.0,2.0,0.05,14,30.384998898294544,0.8371039869669972,0.6979729525991178,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.08,5.0,1.2,2.0,0.05,14,30.42405514733126,0.8375136929188981,0.7062582833848515,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.1,5.0,1.0,2.0,0.05,6,31.108388711497707,0.8414754616817561,0.8491798257691237,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.1,5.0,1.2,2.0,0.05,6,31.074286773272128,0.8408500073347638,0.841758090724023,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.1,5.0,1.2,2.0,0.05,8,31.06781706455528,0.8450870891493268,0.8433990819935151,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.1,5.0,1.0,2.0,0.05,10,30.908609556029703,0.8450440457563461,0.8107640005943648,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.1,5.0,1.2,2.0,0.05,10,30.91126756330073,0.8449799571309163,0.811263485978969,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.1,5.0,1.0,2.0,0.05,12,30.6649352252869,0.8423815170153501,0.7589968704314753,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.1,5.0,1.0,2.0,0.05,14,30.398130992887108,0.838540140374936,0.7016676513645114,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.1,5.0,1.2,2.0,0.05,14,30.438302549665927,0.8390734387055722,0.7102679066098778,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.12,5.0,1.0,2.0,0.05,6,31.127570085193046,0.8428728342923214,0.8540862419640125,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.12,5.0,1.2,2.0,0.05,6,31.09476143589239,0.8423678419997984,0.8470136898630247,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.12,5.0,1.0,2.0,0.05,8,31.110292993981158,0.8474181843367629,0.8537297197486908,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.12,5.0,1.0,2.0,0.05,10,30.93759422008406,0.8475007013093013,0.8184195827346348,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.12,5.0,1.2,2.0,0.05,10,30.940685978072445,0.8475006759811801,0.8190527425398737,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.12,5.0,1.0,2.0,0.05,12,30.69614612284962,0.8452535122087069,0.767399112500962,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.12,5.0,1.2,2.0,0.05,12,30.71832325698129,0.8455052259679682,0.772117085186453,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.12,5.0,1.0,2.0,0.05,14,30.43047995204782,0.8417600514267556,0.7105465042124048,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.08,0.12,5.0,1.2,2.0,0.05,14,30.470094607320224,0.8422475908107626,0.7190006773786211,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.08,5.0,1.0,2.0,0.05,6,31.1096068774227,0.8413991411935248,0.8493758760953055,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.08,5.0,1.2,2.0,0.05,6,31.075126278162028,0.8407210656720742,0.8418397582241094,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.08,5.0,1.0,2.0,0.05,8,31.052772519434967,0.8443742967566673,0.839819075040593,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.08,5.0,1.2,2.0,0.05,8,31.036638315181687,0.8439618474353183,0.8362261511579228,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.08,5.0,1.0,2.0,0.05,10,30.851583672149303,0.8431260234675035,0.7977427514387475,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.08,5.0,1.2,2.0,0.05,10,30.85652088747682,0.8430232793148832,0.7986819490742467,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.08,5.0,1.0,2.0,0.05,12,30.59140511109959,0.8397725216235846,0.7421119511458147,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.08,5.0,1.2,2.0,0.05,12,30.6166657800728,0.8399864314209105,0.7474349545309692,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.08,5.0,1.0,2.0,0.05,14,30.31393267700988,0.8353551482036029,0.6821947366635217,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.1,5.0,1.0,2.0,0.05,8,31.061569753175924,0.8451305362619501,0.842150074903271,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.1,5.0,1.2,2.0,0.05,8,31.046832332146124,0.8448478866203071,0.8389340654493103,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.1,5.0,1.0,2.0,0.05,10,30.862215277233126,0.844122636542787,0.8006176834477968,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.1,5.0,1.2,2.0,0.05,10,30.868511974763617,0.8441557000812855,0.8019303620459459,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.1,5.0,1.0,2.0,0.05,12,30.603389319213523,0.840998598387041,0.7454245144931142,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.1,5.0,1.2,2.0,0.05,12,30.62989263839709,0.8413446296332533,0.7510944918272384,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.1,5.0,1.0,2.0,0.05,14,30.32690913403521,0.8367985846153011,0.6858626596877551,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.1,5.0,1.2,2.0,0.05,14,30.371666745084475,0.8374442964768739,0.6954808068096537,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.12,5.0,1.0,2.0,0.05,6,31.135288975508185,0.8433162968958271,0.8559774583195324,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.12,5.0,1.2,2.0,0.05,6,31.10335440525401,0.8428669651713986,0.8491228759052861,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.12,5.0,1.2,2.0,0.05,8,31.07282909765444,0.8469261433792146,0.8457128608254898,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.12,5.0,1.0,2.0,0.05,10,30.890957563703015,0.8465898165642232,0.8082309949235145,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.12,5.0,1.2,2.0,0.05,10,30.89765694592152,0.846683392291628,0.8096684999893139,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.12,5.0,1.0,2.0,0.05,12,30.634221455210056,0.8438802248852567,0.7537559298837313,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.12,5.0,1.2,2.0,0.05,12,30.6606171119533,0.8442340997562948,0.7594093489924181,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.12,5.0,1.0,2.0,0.05,14,30.358788342203688,0.8400271008062575,0.6946513333330818,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.1,0.12,5.0,1.2,2.0,0.05,14,30.402976894965782,0.8406227877456595,0.7041179225412698,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.08,5.0,1.0,2.0,0.05,6,31.106321676933902,0.8415321367415726,0.8487961793272234,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.08,5.0,1.2,2.0,0.05,6,31.07376760066693,0.8409201322531765,0.8417008540524131,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.08,5.0,1.0,2.0,0.05,8,31.022192554796234,0.8439332864963014,0.8332477345278032,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.08,5.0,1.2,2.0,0.05,8,31.009237224863003,0.8436001506393038,0.8303613486212307,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.08,5.0,1.0,2.0,0.05,10,30.80123740186839,0.8422278604034293,0.7868033572766293,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.08,5.0,1.2,2.0,0.05,10,30.81004938587984,0.8422103260396243,0.7885957362171601,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.08,5.0,1.0,2.0,0.05,12,30.527998238805033,0.8385198060749925,0.7282496202095425,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.08,5.0,1.2,2.0,0.05,12,30.557474384659955,0.8388215944765285,0.7344974485114056,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.08,5.0,1.0,2.0,0.05,14,30.2422231759664,0.8338245609286746,0.666437556092385,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.1,5.0,1.0,2.0,0.05,6,31.112718314293787,0.8420428802567301,0.8504637011173515,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.1,5.0,1.2,2.0,0.05,6,31.081438262814167,0.8415405686674852,0.8437060751729106,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.1,5.0,1.0,2.0,0.05,8,31.030953058882375,0.8446925242565714,0.8355733111079369,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.1,5.0,1.2,2.0,0.05,8,31.01938289978227,0.8444885779222525,0.8330610343570749,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.1,5.0,1.0,2.0,0.05,10,30.81177575945206,0.843227904247417,0.7896615941730937,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.1,5.0,1.2,2.0,0.05,10,30.821931006639396,0.8433455040618116,0.7918236610365544,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.1,5.0,1.0,2.0,0.05,12,30.539841690633743,0.8397499046576998,0.7315361726032852,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.1,5.0,1.2,2.0,0.05,12,30.570542701961475,0.8401828398215249,0.7381266503426649,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.1,5.0,1.0,2.0,0.05,14,30.25502358070783,0.8352724151710947,0.6700725169161094,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.1,5.0,1.2,2.0,0.05,14,30.30413372019501,0.8360059524616453,0.6806435192479592,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.12,5.0,1.0,2.0,0.05,6,31.13205361370206,0.8434582283667791,0.8554142234259385,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.12,5.0,1.2,2.0,0.05,6,31.102033220115132,0.8430737254416235,0.8489970355746814,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.12,5.0,1.0,2.0,0.05,8,31.05591411062342,0.8466764948876861,0.8420739968728737,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.12,5.0,1.2,2.0,0.05,8,31.045238977854183,0.8465720447191998,0.8398146646327651,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.12,5.0,1.0,2.0,0.05,10,30.840231777874486,0.8457016234305729,0.7972208567085614,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.12,5.0,1.2,2.0,0.05,10,30.850781267214728,0.8458776445297369,0.7995045574151844,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.12,5.0,1.0,2.0,0.05,12,30.570271310843452,0.8426376536082184,0.7397894403652697,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.12,5.0,1.2,2.0,0.05,12,30.600863426249084,0.8430761041256435,0.7463614774780718,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.12,5.0,1.0,2.0,0.05,14,30.286424061267816,0.838506624288016,0.6787671344407409,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.3,0.12,0.12,5.0,1.2,2.0,0.05,14,30.334972561501942,0.8391876477407049,0.6891863560012869,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.08,5.0,1.0,2.0,0.05,6,31.069079168848948,0.8408385999598527,0.8406836126006503,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.08,5.0,1.2,2.0,0.05,6,31.045114735034435,0.8402480472145041,0.8353624220327229,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.08,5.0,1.0,2.0,0.05,8,30.984742882924643,0.8439649979897221,0.8256004154219739,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.08,5.0,1.2,2.0,0.05,8,30.978988027695934,0.8436214005296303,0.8241813298407421,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.08,5.0,1.0,2.0,0.05,10,30.753952491993605,0.8427362447309262,0.7774754985412596,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.08,5.0,1.2,2.0,0.05,10,30.768159258878327,0.842682830918532,0.7803475880973796,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.08,5.0,1.0,2.0,0.05,12,30.466460233211208,0.8393137260804601,0.7162026692959822,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.08,5.0,1.2,2.0,0.05,12,30.499298378412263,0.8395566193310933,0.723097792689706,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.08,5.0,1.0,2.0,0.05,14,30.165578208317292,0.8347782592012658,0.6514086149922186,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.08,5.0,1.2,2.0,0.05,14,30.214827596752727,0.8353095702195745,0.6618665764649903,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.1,5.0,1.0,2.0,0.05,6,31.075672485516993,0.8413687844072841,0.8424050220432077,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.1,5.0,1.2,2.0,0.05,6,31.053066200027224,0.8408950943094211,0.8374437777353814,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.1,5.0,1.0,2.0,0.05,8,30.99364627873993,0.844742876423283,0.8279683040293437,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.1,5.0,1.2,2.0,0.05,8,30.989354460011004,0.8445353483992978,0.8269440900665446,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.1,5.0,1.0,2.0,0.05,10,30.764562325461537,0.8437542976378611,0.7803609797076445,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.1,5.0,1.2,2.0,0.05,10,30.780178990330977,0.8438426142650672,0.7836210210659902,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.1,5.0,1.0,2.0,0.05,12,30.478293250682327,0.8405611566041293,0.7194992171409031,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.1,5.0,1.2,2.0,0.05,12,30.51240984243922,0.8409416123551411,0.7267524541433017,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.1,5.0,1.0,2.0,0.05,14,30.178285019095277,0.8362427738764097,0.6550360705141147,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.12,5.0,1.0,2.0,0.05,6,31.095841244263134,0.8428603454686456,0.8475795819809819,results/sweeps/man_sigma10\metrics.jsonl
man.tiff,10,0.35,0.08,0.12,5.0,1.2,2.0,0.05,6,31.074720078686752,0.8425223341478492,0.8430174584097898,results/sweeps/man_sigma10\metrics.jsonl
